,us_code,us_name,option_var,option_code,option_name,exe_type,strike_price,month,call_put,first_tradedate,last_tradedate,expiredate,settle_method,multiplier
145,510050.SH,华夏上证50ETF,510050OP.SH,10001717.SH,50ETF购9月2.80,欧式,2.8,201909,认购,2019-02-21 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
146,510050.SH,华夏上证50ETF,510050OP.SH,10001743.SH,50ETF购9月2.85,欧式,2.85,201909,认购,2019-02-26 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
147,510050.SH,华夏上证50ETF,510050OP.SH,10001744.SH,50ETF购9月2.90,欧式,2.9,201909,认购,2019-02-26 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
148,510050.SH,华夏上证50ETF,510050OP.SH,10001745.SH,50ETF购9月2.95,欧式,2.95,201909,认购,2019-02-26 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
149,510050.SH,华夏上证50ETF,510050OP.SH,10001746.SH,50ETF购9月3.00,欧式,3.0,201909,认购,2019-02-26 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
150,510050.SH,华夏上证50ETF,510050OP.SH,10001801.SH,50ETF购9月3.10,欧式,3.1,201909,认购,2019-04-02 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
151,510050.SH,华夏上证50ETF,510050OP.SH,10001809.SH,50ETF购9月3.20,欧式,3.2,201909,认购,2019-04-04 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
152,510050.SH,华夏上证50ETF,510050OP.SH,10001817.SH,50ETF购9月3.30,欧式,3.3,201909,认购,2019-04-08 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
153,510050.SH,华夏上证50ETF,510050OP.SH,10001825.SH,50ETF购9月3.40,欧式,3.4,201909,认购,2019-04-17 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
154,510050.SH,华夏上证50ETF,510050OP.SH,10001686.SH,50ETF沽9月2.20,欧式,2.2,201909,认沽,2019-01-24 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
155,510050.SH,华夏上证50ETF,510050OP.SH,10001687.SH,50ETF沽9月2.25,欧式,2.25,201909,认沽,2019-01-24 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
156,510050.SH,华夏上证50ETF,510050OP.SH,10001688.SH,50ETF沽9月2.30,欧式,2.3,201909,认沽,2019-01-24 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
157,510050.SH,华夏上证50ETF,510050OP.SH,10001689.SH,50ETF沽9月2.35,欧式,2.35,201909,认沽,2019-01-24 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
158,510050.SH,华夏上证50ETF,510050OP.SH,10001690.SH,50ETF沽9月2.40,欧式,2.4,201909,认沽,2019-01-24 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
159,510050.SH,华夏上证50ETF,510050OP.SH,10001691.SH,50ETF沽9月2.45,欧式,2.45,201909,认沽,2019-01-24 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
160,510050.SH,华夏上证50ETF,510050OP.SH,10001692.SH,50ETF沽9月2.50,欧式,2.5,201909,认沽,2019-01-24 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
161,510050.SH,华夏上证50ETF,510050OP.SH,10001693.SH,50ETF沽9月2.55,欧式,2.55,201909,认沽,2019-01-24 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
162,510050.SH,华夏上证50ETF,510050OP.SH,10001694.SH,50ETF沽9月2.60,欧式,2.6,201909,认沽,2019-01-24 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
163,510050.SH,华夏上证50ETF,510050OP.SH,10001698.SH,50ETF沽9月2.65,欧式,2.65,201909,认沽,2019-01-28 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
164,510050.SH,华夏上证50ETF,510050OP.SH,10001702.SH,50ETF沽9月2.70,欧式,2.7,201909,认沽,2019-02-11 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
165,510050.SH,华夏上证50ETF,510050OP.SH,10001710.SH,50ETF沽9月2.75,欧式,2.75,201909,认沽,2019-02-14 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
166,510050.SH,华夏上证50ETF,510050OP.SH,10001718.SH,50ETF沽9月2.80,欧式,2.8,201909,认沽,2019-02-21 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
167,510050.SH,华夏上证50ETF,510050OP.SH,10001747.SH,50ETF沽9月2.85,欧式,2.85,201909,认沽,2019-02-26 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
168,510050.SH,华夏上证50ETF,510050OP.SH,10001748.SH,50ETF沽9月2.90,欧式,2.9,201909,认沽,2019-02-26 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
169,510050.SH,华夏上证50ETF,510050OP.SH,10001749.SH,50ETF沽9月2.95,欧式,2.95,201909,认沽,2019-02-26 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
170,510050.SH,华夏上证50ETF,510050OP.SH,10001750.SH,50ETF沽9月3.00,欧式,3.0,201909,认沽,2019-02-26 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
171,510050.SH,华夏上证50ETF,510050OP.SH,10001802.SH,50ETF沽9月3.10,欧式,3.1,201909,认沽,2019-04-02 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
172,510050.SH,华夏上证50ETF,510050OP.SH,10001810.SH,50ETF沽9月3.20,欧式,3.2,201909,认沽,2019-04-04 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
173,510050.SH,华夏上证50ETF,510050OP.SH,10001818.SH,50ETF沽9月3.30,欧式,3.3,201909,认沽,2019-04-08 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
174,510050.SH,华夏上证50ETF,510050OP.SH,10001826.SH,50ETF沽9月3.40,欧式,3.4,201909,认沽,2019-04-17 00:00:00,2019-09-25 00:00:00,155,实物资产,10000.0
